Rank,Institution,Type,City,Website,Deposits,Assets,Biz card?,Card link,0% intro,Terms,Underwriter,UW evidence,Apply,Apply link,Bureau (quick),No-doc (quick),ChexSystems,EWS,LexisNexis/SageStream,Other secondary,Live-check note,Sources,Screen date
22,"Pacific Premier Bank, National Association",Out-of-state bank with CA branches (SOD),Irvine,https://www.ppbi.com (redirects to columbiabank.com/ppbi),13467773,17783977,NO,—,—,DEFUNCT confirmed live: ppbi.com/business-banking/business-services/business-credit-card.html returns 302 → columbiabank.com/ppbi; PPBI systems transitioned to Columbia Bank 2026-01-26; legacy cards continued under Columbia; successor Columbia Bank biz cards offered through Elan,—,"Live 302 redirect observed; Columbia Bank biz card page discloses cards 'offered through Elan Financial Services... not FDIC insured', serviced at card.myaccountaccess.com [raw: None (brand retired; successor Columbia Bank = Elan)]",No,—,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://www.columbiabank.com/ppbi; https://www.columbiabank.com/business-banking/credit-cards; https://www.columbiabank.com/columbia-bank-to-acquire-pacific-premier-bank/pacific-premier-joins-columbia/faq/,2026-06-11
23,"BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION",Bank,San Francisco,https://www.bankofamerica.com,12639000,15126000,NO,,—,Subsidiary charter has no own card program; all BofA business cards issued by parent Bank of America N.A. (CFPB agreement database lists Bank of America N.A. as issuer),—,CFPB credit card agreement DB + business.bankofamerica.com card pages all name Bank of America N.A. as issuer [raw: N/M],N/M,,N/M,N/M,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no card from CA subsidiary; parent self-issues),https://business.bankofamerica.com/en/credit-cards | https://www.consumerfinance.gov/credit-cards/agreements/issuer/bank-of-america-national-association/,2026-06-11
24,"CITIZENS BUSINESS BANK, NATIONAL ASSOCIATION",Bank,Ontario,https://www.cbbank.com,12002449,15511016,YES,https://www.cbbank.com/banking/credit-debit-commercial-cards/,Not shown on bank page (prior via Elan offer page: 0% 12 cycles -> 17.24-26.24%),Mastercard Business Card via Elan (rewards/cash back/balance paydown options) + One Card commercial; terms not on bank site,Elan,Live bank page: 'issued by Elan Financial Services'; apply via creditcardlearnmore.com; mgmt at clientaccess.elanfinancialservices.com,Online,https://www.creditcardlearnmore.com (linked from cbbank.com cards page),Not visible live (prior: TransUnion typical for Elan),⭐ Not visible live (prior: PG yes; no tax returns <$25K),"Consumer: UNKNOWN — every 'Citizens' Chex DP online is a NAME-TWIN (Citizens Bank RI/citizensbank.com, Citizens NM, GA) — none apply to cbbank.com; no own-doc deposit agreement indexed | BUSINESS: UNKNOWN — same; biz-first bank, RM channel [2026-06-11 (searched, twins only)] (https://www.cbbank.com/ (no agmt indexed))","Consumer: UNKNOWN — DoC EWS 'Citizens Bank (RI)' entry is the twin, NOT this bank | BUSINESS: UNKNOWN [2026-06-11 (searched, twins only)] (https://www.cbbank.com/ (no agmt indexed))",UNKNOWN,UNKNOWN,LIVE-CONFIRMS-PRIOR,https://www.cbbank.com/banking/credit-debit-commercial-cards/,2026-06-11
25,FARMERS AND MERCHANTS BANK OF LONG BEACH,Bank,Long Beach,https://www.fmb.com,8938167,11856598,YES,https://www.fmb.com/business/business-credit-card,"⭐ 0% 12 billing cycles (Business Cash Preferred, purch+BT; live Elan portal)",Cash Preferred: 17.24-26.24% var; $0 AF; bonus now $25 first-purchase + $100 annual credit. Also Smart Business Rewards ($0/$95 AF) and Real Rewards (0% 6 cyc),Elan,Prior apply link creditcardlearnmore.com/11t3/?ecdma-lc=31463 resolves live to Elan business card offers; Elan Program Rules disclosure on portal,Online (Elan portal),https://creditcardlearnmore.com/11t3/index?ecdma-lc=31463&ecid=OTHE_25940,Not visible,Not visible,Consumer: Yes — VERIFIED own T&C (eff. Apr 2024): 'new accounts are subject to verification through ChexSystems®' | BUSINESS: Yes — VERIFIED: same T&C explicitly 'apply to both personal account owners... and business account owners'; CREDIT VERIFICATION section is account-type-agnostic; also reports closures to Chex [2026-06-11 (doc eff. 2024-04)] (https://www.fmb.com/-/media/terms-and-conditions/fmb-termsandconditions.pdf),"Consumer: No mention — 0 'Early Warning' hits in 48-pg T&C (lean-no, not conclusive) | BUSINESS: No mention (lean-no, same doc) [2026-06-11 (doc eff. 2024-04)] (https://www.fmb.com/-/media/terms-and-conditions/fmb-termsandconditions.pdf)",UNKNOWN,UNKNOWN,LIVE-CONTRADICTS (SUB changed: prior $350 SUB; live Cash Preferred bonus = $25 after first purchase + $100 annual statement credit. Core 0% 12 cyc / 17.24-26.24% / $0 AF CONFIRMED),https://www.fmb.com/business/business-credit-card | https://creditcardlearnmore.com/11t3/index?ecdma-lc=31463&ecid=OTHE_25940,2026-06-11
26,FIRST FOUNDATION BANK,Bank,Irvine,https://www.firstfoundationinc.com,8783466,11343543,UNCLEAR,https://www.firstfoundationinc.com/business-banking/business-lending/business-credit-cards,NO (none published),"Page still up but sparse: 'a number of credit card options for businesses'; no card names/terms; banner: 'First Foundation Bank is now Sunflower Bank, N.A.'",UNKNOWN,No Elan/myaccountaccess link visible on live page (prior's Elan evidence not reproducible live); merger banner to Sunflower Bank confirmed,In-person ('Contact your local branch'),,—,—,UNKNOWN,Pull: Yes [COMMUNITY-DP; 2021-05-26] (https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-early-warning-services/#comment-1196492),UNKNOWN,UNKNOWN,LIVE-CONFIRMS merger (now Sunflower Bank NA); PRIOR-RICHER on Elan attribution (no live portal link found),https://www.firstfoundationinc.com/business-banking/business-lending/business-credit-cards,2026-06-11
27,REDWOOD CREDIT UNION,Credit Union,Santa Rosa,https://www.redwoodcu.org,8560969,9946470,YES,https://www.redwoodcu.org/business/cards/business-visa-platinum/,NO,Business Visa Platinum Preferred (shared line) + Select (per-cardholder limits); $0 AF; 1x pts; no 0% intro; lowest-rate positioning; NorCal-county HQ required,SELF,RCU is issuer (NCUA-insured CU card on own site; no third-party portal markers),Online,https://www.redwoodcu.org/business/cards/business-visa-platinum/,—,NO — requires current business income statement + business federal tax returns (full-doc),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://www.redwoodcu.org/business/cards/business-visa-platinum/,2026-06-11
28,TRI COUNTIES BANK,Bank,Chico,https://www.tcbk.com,8408678,9946447,YES,https://www.tcbk.com/business/credit-cards,NO (no 0% intro on live page),"Visa Business / Business Platinum (1.5% cash back, $0 AF) / Commercial / Purchasing / Fleet; APR N/M",SELF,Live page own-branded Visa lineup; no Elan/TCM/FNBO/agent named; no Elan storefront link; web search finds no Elan tie,Branch/banker,In branch or 1-800-922-8742 (no online apply on page),—,—,"Consumer: Yes-SOFT — VERIFIED own online-account FAQ: 'We perform a soft inquiry through ChexSystems, which does not impact your credit score' | BUSINESS: UNKNOWN — business checking is BRANCH-ONLY (no online biz opener); soft-Chex FAQ statement covers online PERSONAL accounts only; no biz DP [2026-06-11 (FAQ verified v6 2026-06-10)] (https://www.tcbk.com/personal/online-accounts-personal)",Consumer: UNKNOWN — no mention/DPs (lean-no) | BUSINESS: UNKNOWN [2026-06-11 (FAQ verified v6 2026-06-10)] (https://www.tcbk.com/personal/online-accounts-personal),UNKNOWN,UNKNOWN,"LIVE-CONFIRMS (self-issued, no 0%, $0 AF, 1.5% Platinum, in-person apply)",https://www.tcbk.com/business/credit-cards,2026-06-11
29,PATELCO CREDIT UNION,Credit Union,Dublin,https://www.patelco.org,8288036,9617000,YES,https://www.patelco.org/business-banking/business-rewards-card,NO — no 0% intro; intro bonus instead (20k pts/$200 after $1.5K in 3mo),⭐ Mastercard Business Rewards: 10.65-20.15% var APR; $0 AF; 1.5 pts/$1; limit up to $40K; business must be established 2+ years,SELF,"Live page: issuer = Patelco Credit Union (NCUA, NMLS #506373); no Elan/TCM/FNBO branding",Assisted,https://www.patelco.org/business-banking/business-rewards-card ('Get Started Now' / Virtual Branch),—,—,Pull: Yes — SENSITIVE [VERIFIED (vendor adoption) + DOC-LIST; 2004 (adoption); sens DPs later] (https://www.americanbanker.com/news/authentication-patelco-chooses-chexsystems-to-combat-id-fraud),UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (live adds $40K limit detail),https://www.patelco.org/business-banking/business-rewards-card,2026-06-11
30,STAR ONE CREDIT UNION,Credit Union,Sunnyvale,https://www.starone.org,8244608,9584478,NO,,—,Consumer-only Visa Signature/Platinum Rewards/Platinum; no business cards or business banking on site,—,starone.org/borrow/credit-cards lists only 3 consumer Visa cards; no business section [raw: N/M],N/M,,N/M,N/M,Pull: Yes [DOC-LIST; 2025-08-07] (https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-chexsystems/),UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (consumer-only; no business card),https://www.starone.org/borrow/credit-cards,2026-06-11
31,LOGIX FEDERAL CREDIT UNION,Credit Union,Valencia,https://www.logixbanking.com,8192822,9716130,YES,https://www.logixbanking.com/business/credit-card,NO (5.99% intro APR 6 months — not 0%),Smart Business Cashback Mastercard: 5.99% intro 6mo -> 17.99%; $0 AF; 1.5 pts/$1 redeemable as cashback,SELF,Live page: Logix FCU issues directly; no Elan/TCM/FNBO tells anywhere on page,Appointment (schedule with business banking team; no direct online app),https://www.logixbanking.com/business/credit-card,Not visible live (prior: consumer lawsuit alleged EQ+TU),Not visible live (prior: PG inferred),Membership: Yes — pulls Chex but LENIENT (second-chance reviews; may approve with single negative; secondary source undated) | BUSINESS: UNKNOWN — biz checking eligibility = location/industry gated; deposit-screen type not published [2026-06-10/11 (secondary undated)] (https://www.logixbanking.com/business/accounts/eligibility),Membership: UNKNOWN | BUSINESS: UNKNOWN [2026-06-10/11 (secondary undated)] (https://www.logixbanking.com/business/accounts/eligibility),UNKNOWN,UNKNOWN,LIVE-CONFIRMS-PRIOR,https://www.logixbanking.com/business/credit-card,2026-06-11
32,"FIRST AMERICAN TRUST, FSB",Savings Institution (Federal Savings Bank),Santa Ana,https://www.firstamtrust.com,7801359,8323217,NO,,—,"Trust/wealth/title-escrow bank: trust services, investments, wealth planning, deposit/treasury only; no credit products",—,No card program (nav has zero credit-card mention),No,,—,Not applicable,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (no card; trust/escrow bank - product set matches prior),https://www.firstamtrust.com/,2026-06-11
33,"PNC Bank, National Association",Out-of-state bank with CA branches (SOD),Wilmington,https://www.pnc.com,7798464,567948516,YES,https://www.pnc.com/en/small-business/borrowing/business-credit-cards/pnc-visa-business-credit-card.html,⭐ 0% intro APR purchases+BT 13 billing cycles (Visa Business; BT within first 90 days),"⭐ Visa Business: $0 AF, no rewards, then 16.24-26.24% var, BT fee 5%/$5; BusinessOptions: pay-in-full option, limit up to $250K; pnc.com blocked direct fetch (503) - confirmed via Google-indexed pnc.com pages + reviews",SELF,PNC-branded cards on pnc.com small-business pages; no third-party portal; apply on pnc.com,Online,https://www.pnc.com/en/small-business/borrowing/business-credit-cards.html,Soft pull Equifax reported for BusinessOptions (myFICO user reports; not official PNC language),—,Yes — mixed DPs (DoC 2025-08-07; Crediful 2025-10-22) [DOC-LIST + COMMUNITY-DP; 2026-05-22] (https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-chexsystems/),Yes — pulls (EWS co-owner; DoC ×5 DPs) [DOC-LIST + COMMUNITY-DP; 2026-05-22] (https://www.doctorofcredit.com/banks-credit-unions-dodont-pull-early-warning-services/#comment-2326911),UNKNOWN,UNKNOWN,"LIVE-CONFIRMS (0% 13 cyc Visa Business; BusinessOptions $250K; soft-pull claim only corroborated by forum reports, not official page - PRIOR-RICHER on bureau detail)",https://www.pnc.com/en/small-business/borrowing/business-credit-cards/pnc-visa-business-credit-card.html; https://ficoforums.myfico.com/t5/Business-Credit/PNC-BizOptions-Visa-Signature-and-a-LOC-Approved/td-p/6589727,2026-06-11
34,SAN DIEGO COUNTY CREDIT UNION,Credit Union,San Diego,https://www.sdccu.com,7569256,9382858,YES,https://www.sdccu.com/business/business-credit-card/,NO,⭐ Low-rate Visa Business; limits $5k-$20k; $25 AF waived w/ $10k+/yr spend,SELF,Card page and APPLY ONLINE on sdccu.com; no third-party servicer mentioned,Online,https://www.sdccu.com/business/business-credit-card/,—,—,"Yes — uses/furnishes (own FAQ 'bad credit or ChexSystems list... visit a branch' + hosts Chex dispute form, 2026-06-09) [v6 existing cell]",UNKNOWN,UNKNOWN,UNKNOWN,Fresh screen (single pass; not in live re-verify set),https://www.sdccu.com/business/business-credit-card/,2026-06-11
35,Umpqua Bank,Out-of-state bank with CA branches (SOD),Roseburg,https://www.umpquabank.com,7124985,66011146,YES,https://branchoffer.com/11t2/business-platinum2103,⭐ YES,Business Platinum: 0% intro 18 billing cycles (purch+BT) then ~16.99-25.99%; Business Real Rewards 0% 6 cycles; $0 AF; umpquabank.com card page 403-blocked to bots but Elan offer pages live,Elan,branchoffer.com page title 'Business Platinum Card - Branch Offer - Elan'; Elan offer/index pages for Umpqua on branchoffer.com/creditcardlearnmore.com,Online,https://branchoffer.com/11t2/business-platinum2103,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS,https://branchoffer.com/11t2/business-platinum2103 | https://creditcardlearnmore.com/11t3/index,2026-06-11
36,HANMI BANK,Bank,Los Angeles,https://www.hanmi.com,6801918,7789627,YES,https://www.hanmi.com/business/business-credit-cards/,⭐ YES — Business Zero+ 0% up to 18 billing cycles (purch+BT); Business Real Rewards 0% 6 cycles,"4 Elan cards: Zero+, Real Rewards, Cash Preferred, Smart Business Rewards; AF not on page; note: a Google snippet for same URL cites World/World Elite issued by Fifth Third (possible newer commercial program) but live page shows Elan lineup",Elan,Live page: creditor and issuer of these cards is Elan Financial Services; apply links to mycardapply.com,Online,"https://www.mycardapply.com (per-card links from hanmi.com page, ecdma-lc=36069)",—,—,Pull: Yes (NOT sensitive — approved 10+/12mo) [DOC-LIST; fetched 2026-06-10] (https://www.doctorofcredit.com/banks-credit-unions-chexsystems-inquiry-sensitive/),UNKNOWN,UNKNOWN,UNKNOWN,"LIVE-CONFIRMS (Elan, Business Zero+ 0% 18 cycles, online apply)",https://www.hanmi.com/business/business-credit-cards/,2026-06-11
37,SMBC MANUBANK,Bank,Los Angeles,https://www.smbcmanubank.com,6731415,7728868,NO,—,—,"Business-credit-cards URL still resolves but is now a nav-only shell: NO card products, NO Elan/creditcardlearnmore/apply links anywhere on page; site nav 'Borrow' lists only loans/LOC/SBA/CRE/ABL — credit card entry removed; banner: SMBC selling Commercial Banking Unit of SMBC MANUBANK to Bank of Hope",—,Full link/heading dump of live page (2 fetches): zero credit-card content; prior Elan 0% 18mo offer not present [raw: UNKNOWN (Elan offer no longer on live site)],No,—,—,—,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONTRADICTS (prior: Elan biz cards 0% 18mo → live: card content stripped from site amid Bank of Hope sale; product appears withdrawn),https://www.smbcmanubank.com/business-and-commercial/borrow/business-lending/business-credit-cards,2026-06-11
38,PREFERRED BANK,Bank,Los Angeles,https://www.preferredbank.com,6432233,7655086,YES,https://www.preferredbank.com/business/loans-and-credit/credit-cards,⭐ 0% 12 billing cycles (Cash Preferred; purchases+BT); 0% 6 cycles (Real Rewards),Cash Preferred: 17.24-26.24% after intro $0 AF 3% gas/EV/cell/office/dining + $100 software credit; Smart Business Rewards $95 AF after yr1; Real Rewards 1.5X $0 AF,Elan,"Verbatim on bank page: ""The creditor and issuer of these cards is Elan Financial Services""",Online,https://creditcardlearnmore.com/11t3/index?ecdma-lc=25483&ecid=OTHE_25940#business,not visible live (prior: TransUnion varies),not visible live,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIVE-CONFIRMS (Elan verbatim; 0% 12 cycles; 17.24-26.24%; $0 AF),https://www.preferredbank.com/business/loans-and-credit/credit-cards | https://creditcardlearnmore.com/11t3/index?ecdma-lc=25483&ecid=OTHE_25940#business,2026-06-11
